Target,x1,x4,x6,x7,x8,x9,x10,x11,x14,x15,x16,x17,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
-1.62,112.987,32,0.023429491,-0.126671743,0.126671743,0.023429491,5.21720679,0.684027778,2.190609687,12.36452798,4.121320344,2.87724929,2.414213562,1.534522484,2.603567451,0.731517864,1.48744681,0.267261242,0.801783726,0.050507627,0.454568645,0.58,11.2451125,5.58,4.58,4.58,42.07566771,0,0,0,0,0,0,0
-1.62,102.177,44,0.04629007,-0.381474012,0.381474012,0.04629007,5.131944444,0.924444444,2.447472888,23.3609904,5.535533906,5.236675415,3.414213562,2.991563832,2.991563832,1.612372436,1.612372436,0.696923425,0.696923425,0.390737207,0.390737207,-0.04,35.50960993,6.96,5.96,5.96,45.67750683,4.736862954,0,0,0,0,0,0
-1.63,150.133,56,0.230800684,-0.453595044,0.453595044,0.230800684,10.30996977,0.247662509,2.483389644,293.3886867,7.681798276,5.741252729,5.398178148,3.248009826,3.248009826,2.230549836,2.230549836,1.532708411,1.532708411,0.98643452,0.98643452,-1.51,654.0353487,6.216280692,2.268477911,0.941398291,63.54406875,9.473725908,6.286160523,11.49902367,6.792942306,0,0,4.794537184
-1.64,78.114,30,-0.062268571,-0.062268571,0.062268571,0.062268571,2,2,3,71.96100506,4.242640687,3.464101615,3,2,2,1.154700538,1.154700538,0.666666667,0.666666667,0.384900179,0.384900179,-0.78,34.39946188,3.411570881,1.60576944,0.58239926,37.43140312,0,0,0,0,0,0,0
-1.64,96.944,24,0.099184039,-0.071555308,0.099184039,0.071555308,4.845679012,0.111111111,2.803039488,27.01955001,3.577350269,1.963035727,1.732050808,0.731517864,1.48744681,0.338689813,1.444640869,0,0,0,0,0.32,3.245112498,4.32,1.621204819,39.47625,35.02112256,0,0,0,0,0,0,0
-1.64,183.188,62,0.265897765,-0.2681635,0.2681635,0.265897765,11.13148148,-3.554328704,2.828397697,449.4742222,8.767584714,5.942394239,5.610990332,3.273056038,4.756219286,2.430782423,4.081606549,1.648263738,3.037413809,1.120554721,2.292514319,-1.36,658.1911069,7.297762662,2.071155483,0.830651881,69.26267426,0,4.895483476,0,0,15.93047088,0,4.794537184
-1.64,154.253,64,0.066176403,-0.369130016,0.369130016,0.066176403,6.060185185,0.157986111,2.223991853,160.9567031,8.112884175,7.814025684,5.019385278,4.720526787,4.720526787,4.929691518,4.929691518,3.535888693,3.535888693,2.744104673,2.744104673,-0.04,293.9926161,7.600932428,2.00703194,1.099288909,69.12561298,4.736862954,0,0,0,0,0,0
-1.64,212.249,84,0.327631869,-0.276822879,0.327631869,0.276822879,11.68120748,-1.051666667,2.891339554,279.0426262,11.47469149,9.053171996,7.063714582,5.233692779,5.233692779,3.776585998,3.776585998,2.884074915,2.884074915,1.783376225,1.783376225,-1.39,1891.161054,11.68347539,4.420021061,2.004730996,88.60218957,0,5.414990469,0,11.81435946,0,6.031114512,20.22265158
-1.66,127.574,42,0.040699479,-0.398727447,0.398727447,0.040699479,5.556111111,0.721481481,3.032455532,147.3883389,5.983127663,4.264715819,3.7876937,2.299024576,2.676989049,1.551551224,1.987987004,0.870005094,1.121981409,0.462780325,0.588768482,-0.69,70.79892376,5.446798906,2.052669548,1.138019489,53.07456004,5.733667477,0,0,0,0,0,0
-1.67,218.253,88,0.404008434,-0.448993765,0.448993765,0.404008434,10.45591884,-0.836663832,4.165604765,212.152234,11.89734123,9.116120825,6.893664611,4.738964072,4.738964072,3.776081628,3.776081628,1.97933218,1.97933218,1.280278236,1.280278236,-1.46,1190.445701,13.54,6.10433197,6.589461808,88.888704,20.94106086,13.21376393,0,0,0,12.18648014,0
-1.67,142.198,58,0.302399349,-0.462566474,0.462566474,0.302399349,10.4897449,-0.1325,2.191916391,114.4259988,7.397341225,6.429380756,4.7876937,3.960447132,3.960447132,2.869451663,2.869451663,1.884829161,1.884829161,1.417690377,1.417690377,-0.53,195.625462,7.575596621,3.592508283,2.376853024,61.563082,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184
-1.68,167.12,62,0.335437239,-0.477636203,0.477636203,0.335437239,10.35314815,-1.16787037,3.121805775,304.6831902,9.137828202,5.928573139,5.609060905,3.087853317,3.087853317,2.112590698,2.112590698,1.303923371,1.303923371,0.752505023,0.752505023,-1.91,472.1116866,8.189108028,2.996670139,1.570828976,67.40507681,5.106527395,0,0,0,5.687386275,5.969305288,10.11431827
-1.68,187.862,26,0.012858598,-0.091903899,0.091903899,0.012858598,3.201388889,1.048611111,1.974744871,6,3.414213562,2.170142508,1.914213562,1.034522484,3.277460299,0.377964473,1.963961012,0.071428571,1.928571429,0,0,0.96,6.854752972,4.96,3.96,2.96,42.83928835,0,0,0,0,0,0,0
-1.7,221.039,70,0.340579814,-0.494224951,0.494224951,0.340579814,10.73061728,-1.162638889,3.433209198,349.4875302,10.00807169,6.674339661,6.074586063,3.328751454,4.0846804,2.24260945,3.057009703,1.476784278,2.089385623,0.932059687,1.396345585,-0.93,711.3964735,10.15285004,3.852472256,1.86963801,84.83712088,9.843390349,5.563451492,5.749511833,0,0,5.969305288,0
-1.7,121.183,48,0.033954008,-0.385324832,0.385324832,0.033954008,3.2075,0.990092593,2.61489994,157.4784208,6.527097737,5.593858127,4.431851653,3.221343774,3.221343774,1.89635549,1.89635549,1.154689909,1.154689909,0.760128128,0.760128128,-0.98,145.1665367,6.144688279,3.126921795,1.76201298,55.71114953,5.316788604,0,0,0,0,0,0
-1.7,114.188,48,0.119490199,-0.303402908,0.303402908,0.119490199,9.768008787,0.75,2.61629309,50.34851555,6.242640687,5.521132466,3.914213562,3.351057332,3.351057332,2.016001973,2.016001973,1.175528666,1.175528666,0.654447596,0.654447596,-0.33,61.49961227,7.67,6.67,5.67,51.09042581,4.794537184,6.286160523,0,0,0,0,0
-1.71,197.381,44,0.414119619,-0.168387435,0.414119619,0.168387435,10.9994213,-4.317901235,3.541196965,58.44547197,6.077350269,2.967172634,2.943375673,1.292057625,2.644168934,0.84230905,2.72160038,0.24743583,1.014010887,0,0,0.56,17.08616633,7.56,2.218899529,3.169756098,51.77161318,0,0,4.286355892,0,0,6.176298517,0
-1.71,210.233,82,0.327632476,-0.276803246,0.327632476,0.276803246,11.72791667,-1.212638889,3.141714669,313.5592024,11.6378282,8.793658972,6.946430083,4.72579808,4.72579808,3.856224924,3.856224924,2.71640058,2.71640058,1.736796202,1.736796202,-1.65,1588.115175,11.42490637,3.841756666,1.646044344,87.91258654,0,5.414990469,0,11.81435946,0,6.031114512,20.22265158
-1.72,130.231,56,0.059132291,-0.390471997,0.390471997,0.059132291,9.244271542,-0.449236111,3.072989461,61.45811191,7.328427125,6.77564072,4.060660172,3.78426697,3.78426697,3.269541041,3.269541041,1.392133485,1.392133485,0.807610332,0.807610332,-0.04,60.47184355,8.96,3.886985049,7.96,58.08807958,5.106527395,0,0,0,0,0,0
-1.72,130.231,56,0.053714293,-0.393141264,0.393141264,0.053714293,9.047512283,-0.128194444,3.155280084,59.58797504,7.276020882,6.723234477,4.180739213,3.861587833,3.861587833,2.860115831,2.860115831,1.836535385,1.836535385,0.767301687,0.767301687,-0.04,80.20139956,8.96,4.803032526,4.462512563,58.08807958,5.106527395,0,0,0,0,0,0
-1.73,218.208,82,0.177761581,-0.507949237,0.507949237,0.177761581,10.93741213,-1.558796296,2.51604251,483.7402663,11.75914855,8.291340961,7.510655799,4.684345615,4.684345615,3.595831686,3.595831686,2.414980203,2.414980203,1.553827088,1.553827088,-2.07,4106.775132,10.44788902,3.50002626,1.702879433,91.78024194,15.31958218,17.10007448,5.783244946,0,0,0,4.794537184
-1.73,122.993,26,0.002862797,-0.09281865,0.09281865,0.002862797,3.248263889,1.131944444,1.974744871,5.245112498,3.414213562,2.792178035,1.914213562,1.474368023,2.595836931,0.688982237,1.481980506,0.188982237,0.981980506,0,0,0.48,6.854752972,4.48,3.48,2.48,35.33668286,0,0,0,0,0,0,0
-1.74,139.11,52,0.310188784,-0.502092705,0.502092705,0.310188784,10.06731481,-0.62962963,3.152941447,258.9247709,7.560477932,5.020324849,4.715214055,2.639712236,2.639712236,1.74582412,1.74582412,1.078428192,1.078428192,0.618550615,0.618550615,-1.58,182.2382193,6.538764846,2.344994096,1.047197434,56.87861259,5.106527395,0,5.749511833,0,0,5.687386275,10.11431827
-1.74,167.85,38,0.137343613,-0.10236499,0.137343613,0.10236499,5.114197531,-0.672839506,2.993497243,26.52932501,5.154700538,2.66655843,2.64273441,1.206204894,2.951948016,0.66890985,2.99647287,0.19047619,1.714285714,0,0,1.16,13.60964047,7.16,3.199293405,3.35379845,56.31725805,0,9.672539381,0,0,0,0,0
-1.74,171.221,60,0.237545435,-0.224628407,0.237545435,0.224628407,10.72194822,-3.519583333,3.201515931,339.2082525,8.483127663,6.111496217,4.999018566,3.094526944,4.640846422,2.358061798,3.919484855,1.349515796,2.27874703,0.72794778,1.243387606,-0.87,230.7347201,8.228716683,2.636173638,2.027551906,65.89701182,0,0,0,10.02329115,0,0,0
-1.75,130.187,54,0.305267245,-0.465969209,0.465969209,0.305267245,10.57972222,-0.070046296,3.061316839,78.98533617,7.112884175,6.144923706,4.308060412,3.464690378,3.464690378,1.90857456,1.90857456,1.039779436,1.039779436,0.554270684,0.554270684,-0.53,90.44046466,8.47,5.603868809,5.339329135,56.20397104,4.736862954,0,0,0,0,5.969305288,4.794537184
-1.76,178.22,60,0.18894436,-0.249658632,0.249658632,0.18894436,4.171944444,0.649861111,2.673996463,403.2834383,8.388905057,6.42915348,5.898178148,3.377011562,4.601756433,2.121889115,2.895285777,1.387600939,1.949445659,0.85282258,1.188691931,-1.23,887.4086071,7.42082013,3.021554025,1.227350596,73.47971171,0,5.516700718,10.8036137,0,0,0,0
-1.76,137.138,52,0.251953684,-0.507121916,0.507121916,0.251953684,10.48398148,-0.61287037,3.152941447,257.5379489,7.560477932,5.242213232,4.715214055,2.793756347,2.793756347,1.881399829,1.881399829,1.169509057,1.169509057,0.682000635,0.682000635,-1.51,182.2382193,6.60778563,2.389632707,1.074893623,58.09199178,10.84019487,5.749511833,0,0,5.907179729,0,4.794537184
-1.76,234.343,94,0.238066132,-0.324484605,0.324484605,0.238066132,11.89231859,0.061203704,2.680267656,363.5586416,12.83649881,11.20883304,8.07891736,6.164591332,6.164591332,4.27637497,4.27637497,3.007185261,3.007185261,1.840879283,1.840879283,-1.35,5511.135253,13.71389776,6.401220914,3.858200815,103.822158,5.316788604,0,0,5.907179729,0,0,9.694446915
-1.77,112.128,44,0.327799216,-0.478073858,0.478073858,0.327799216,9.753429705,-0.913796296,3.500112597,122.490225,6.405777394,4.664862963,3.77005561,2.293756347,2.293756347,1.223137847,1.223137847,0.542363227,0.542363227,0.248983525,0.248983525,-1.05,48.27551104,6.95,4.118067227,4.95,48.14051139,5.106527395,0,0,0,0,5.969305288,0
-1.77,152.222,52,0.167628903,-0.376047653,0.376047653,0.167628903,5.244797808,0.297407407,2.674241602,220.307533,7.397341225,5.372349906,4.7876937,2.903482882,3.311731173,1.855276174,2.29510258,1.041326456,1.143388528,0.663745084,0.781596215,-1.09,195.625462,7.022233446,3.173095017,2.027699098,65.04487836,11.05045608,0,5.112436885,0,0,0,0
-1.77,133.197,38,0.235339913,-0.310901237,0.310901237,0.235339913,10.23402778,0.023148148,2.553705027,108.1033148,5.276020882,3.431851653,3.2876937,1.754600961,3.148447811,1.124308948,2.776574175,0.575838938,1.802231436,0.317098583,1.128072443,-0.09,46.67048278,5.0547178,1.7947132,1.138113533,50.65657866,5.316788604,4.320534086,0,5.907179729,0,0,4.794537184
-1.78,152.149,58,0.337346052,-0.507966179,0.507966179,0.337346052,10.82087113,-0.398148148,2.895348036,250.5446101,8.267584714,6.073111253,5.236382105,3.111470584,3.111470584,2.038455648,2.038455648,1.288402378,1.288402378,0.715364027,0.715364027,-1.51,335.4793898,7.595374078,3.053138101,1.703179075,64.23058843,9.843390349,5.749511833,0,0,0,5.969305288,0
-1.78,212.201,82,0.337901123,-0.50414374,0.50414374,0.337901123,11.29323224,-0.650887477,2.908546519,349.0706517,11.42228525,8.227051468,7.05774931,4.479551138,4.479551138,2.999023747,2.999023747,1.742664484,1.742664484,1.00013324,1.00013324,-1.91,1991.772492,11.16639419,4.54372731,2.52241884,86.54894016,20.05644514,0,17.2485355,0,0,5.969305288,0
-1.78,153.156,58,0.220747428,-0.326335602,0.326335602,0.220747428,12.31140448,-0.306386999,2.736298072,255.2994976,8.267584714,6.09561384,5.18154055,3.214473587,3.214473587,2.188079243,2.188079243,1.164590274,1.164590274,0.736485079,0.736485079,-1.38,285.5107405,7.723950104,3.142667966,2.371944565,64.03820703,5.316788604,5.817220841,0,5.907179729,0,0,4.794537184
-1.8,123.111,46,0.268921627,-0.258309638,0.268921627,0.258309638,10.00648148,-0.416666667,2.981454614,207.5576621,6.690234444,4.650461522,4.304530453,2.499438772,2.499438772,1.592658944,1.592658944,0.967012111,0.967012111,0.549710228,0.549710228,-1.38,129.2253387,5.751233596,2.259334201,1.2528322,52.08437884,0,0,0,0,5.687386275,0,10.11431827
-1.8,165.192,64,0.411838495,-0.410355565,0.411838495,0.410355565,10.75917423,-0.443888889,2.694294304,283.6119538,8.974691495,7.125897658,5.719545353,3.683739641,3.683739641,2.456026404,2.456026404,1.404211005,1.404211005,0.836902142,0.836902142,-1.51,512.2026657,8.585328885,3.758873355,2.268477911,71.35115898,10.05365156,5.749511833,0,0,0,6.093240071,0
-1.8,96.104,36,0.12270724,-0.207012522,0.207012522,0.12270724,11.90666667,-0.178240741,3.02146531,134.1073697,5.112884175,3.764715819,3.39384685,2.099665839,2.099665839,1.295568159,1.295568159,0.733110559,0.733110559,0.414667104,0.414667104,-0.85,47.19725257,4.312601626,1.73496748,0.999576996,41.59693852,0,5.817220841,0,0,0,0,0
-1.81,116.204,50,0.043052407,-0.396376569,0.396376569,0.043052407,8.365586735,0.364795918,2.530060457,29.36806555,6.242640687,5.689854283,3.914213562,3.523334547,3.523334547,2.13782036,2.13782036,1.261667274,1.261667274,0.715356789,0.715356789,-0.04,61.49961227,7.96,6.96,5.96,51.72313747,5.106527395,0,0,0,0,0,0
-1.82,138.122,52,0.338969087,-0.507052891,0.507052891,0.338969087,10.26175926,-1.11287037,3.152941447,254.7830614,7.560477932,5.112076558,4.715214055,2.72868801,2.72868801,1.822301623,1.822301623,1.134458362,1.134458362,0.654489245,0.654489245,-1.51,182.2382193,6.60778563,2.389632707,1.074893623,57.54633484,10.21305479,11.31296332,0,0,0,5.969305288,0
-1.83,134.178,52,0.162097025,-0.294207745,0.294207745,0.162097025,11.01342593,0.208888889,2.852627929,213.4296924,7.397341225,6.002106418,4.842535255,3.42546792,3.42546792,2.14275513,2.14275513,1.416878606,1.416878606,0.82816951,0.82816951,-1.11,237.5874173,7.002485939,3.158345868,1.438612988,60.68775156,0,0,5.783244946,0,0,0,4.794537184
-1.83,236.278,78,0.266772314,-0.2728533,0.2728533,0.266772314,10.8699778,-3.825008503,3.398483669,523.4168056,10.93072142,7.460232508,6.303549018,3.427172961,5.78998902,2.449981278,5.14108737,1.183564869,3.493281421,0.674661411,2.265785195,-1.06,967.4430726,11.01727975,3.594087639,2.465112456,83.94182493,0,0,0,15.04823806,10.02329115,0,4.794537184
-1.84,346.379,134,0.3156484,-0.481000735,0.481000735,0.3156484,12.68734926,-1.271889172,1.784126178,771.876007,17.99119935,14.06602118,11.61713259,8.860878777,8.860878777,8.936414125,8.936414125,8.121037466,8.121037466,7.13206131,7.13206131,-1.66,508594.4213,15.58368528,4.014630471,1.363211812,144.7191379,20.05644514,11.01604128,0,0,0,11.93861058,9.589074368
-1.85,130.231,56,0.046543272,-0.381452815,0.381452815,0.046543272,5.314444444,0.954861111,2.595082707,37.83229392,6.949747468,6.650888978,4.414213562,3.991563832,3.991563832,2.319479217,2.319479217,1.28445705,1.28445705,0.594861352,0.594861352,-0.04,103.687916,8.96,7.96,7.96,58.40739106,4.736862954,0,0,0,0,0,0
-1.85,108.14,42,0.118357715,-0.496768569,0.496768569,0.118357715,4.914166667,0.909722222,2.832085835,145.7328145,5.819990956,4.794999636,3.931851653,2.523056038,2.523056038,1.517176675,1.517176675,0.978907426,0.978907426,0.556577991,0.556577991,-0.98,91.36757728,5.162450142,2.358604859,0.997109257,48.90989046,4.736862954,5.749511833,0,0,0,0,0
-1.86,144.214,60,0.305986779,-0.481026464,0.481026464,0.305986779,10.47935185,-0.635462963,3.609578053,93.43071362,7.983127663,6.76123928,4.718744015,3.947116221,3.947116221,2.612511362,2.612511362,1.623514547,1.623514547,1.088211567,1.088211567,-0.53,134.8879046,9.47,5.270170382,3.486817405,62.24960168,5.106527395,0,0,0,0,5.969305288,4.794537184
-1.87,299.37,116,0.161359819,-0.504042084,0.504042084,0.161359819,12.2160682,-0.319652778,2.029327989,695.8178385,15.53516943,13.05585875,10.53845945,7.866285696,7.866285696,6.804893486,6.804893486,6.105953159,6.105953159,5.044670488,5.044670488,-1.81,151818.5118,13.82562494,4.353525134,1.435567263,129.9327468,9.843390349,0,17.28226861,0,0,0,9.694446915
-1.87,112.172,46,0.132677127,-0.299706646,0.299706646,0.132677127,10.67347222,0.461805556,2.336356083,96.55994822,5.983127663,5.314025684,3.7876937,3.305077777,3.305077777,2.740199521,2.740199521,1.728671501,1.728671501,1.240475252,1.240475252,-0.33,64.0524865,5.800378096,2.293184531,1.32240314,50.08459466,0,5.783244946,0,0,0,0,4.794537184
-1.89,234.387,96,0.013592781,-0.299728578,0.299728578,0.013592781,2.869324452,0.960996788,1.561157945,262.6464071,11.24227621,10.98200286,8.415816238,7.897465253,7.897465253,6.871992998,6.871992998,5.960307085,5.960307085,5.252474803,5.252474803,-0.08,18323.96468,10.80706634,4.23725043,1.755411689,105.3447834,0,0,0,0,0,0,9.799819462
-1.89,130.187,54,0.302122868,-0.465877688,0.465877688,0.302122868,10.18467545,-0.174904573,2.828868135,78.98533617,7.112884175,6.144923706,4.27005561,3.404030206,3.404030206,2.047150118,2.047150118,1.053216163,1.053216163,0.567959596,0.567959596,-0.53,84.62711413,8.47,5.603868809,7.47,56.20397104,4.736862954,0,0,0,0,5.969305288,4.794537184
-1.89,247.338,98,0.316145295,-0.465313584,0.465313584,0.316145295,12.38644274,-0.440694444,2.313014283,394.2144454,13.0102254,11.18599543,8.687505822,6.601489717,6.601489717,4.971878291,4.971878291,3.833145599,3.833145599,2.63732443,2.63732443,-1.35,14384.07406,13.09041763,5.527843562,2.410642396,108.744952,9.636772685,0,0,0,0,5.969305288,4.794537184
-1.89,194.186,74,0.342324508,-0.492840486,0.492840486,0.342324508,11.35560563,-0.351157407,2.625252291,383.9535426,10.12939203,7.994800481,6.774386908,4.18590529,4.18590529,2.91132756,2.91132756,2.194787642,2.194787642,1.527259604,1.527259604,-1.71,2421.630676,8.869309392,3.212626491,1.109636945,81.38749821,14.21058886,12.17033346,11.49902367,0,0,5.969305288,0
-1.89,188.223,76,0.302839557,-0.48123039,0.48123039,0.302839557,10.09976476,-0.758762991,2.996104998,146.9976368,10.10444801,7.66067124,6.125897658,4.562568667,4.562568667,3.055244039,3.055244039,1.781284334,1.781284334,1.082781536,1.082781536,-1.06,553.7222911,11.94,7.581959098,10.94,77.57029965,10.21305479,0,0,0,0,11.93861058,9.589074368
-1.9,208.28,26,0.142873539,-0.097746386,0.142873539,0.097746386,5.108024691,-0.069444444,2.323790008,10.7548875,3.577350269,1.711243688,1.732050808,0.654653671,2.922440509,0.24743583,4.798351038,0,0,0,0,1.25,3.245112498,5.25,2.485294118,10.53,46.77761247,0,3.195623916,0,0,0,0,0
-1.91,252.731,26,0.124221039,-0.063716905,0.124221039,0.063716905,3.104166667,0.270833333,2.323790008,8,3.577350269,1.711243688,1.732050808,0.654653671,3.401680257,0.24743583,6.680767401,0,0,0,0,1.44,3.245112498,5.44,2.665225225,9.876728395,50.34189384,0,2.645710119,0,0,0,0,0
-1.91,289.375,114,0.315549855,-0.461723776,0.461723776,0.315549855,12.36239087,-0.5661952,1.632677623,476.0684046,14.81962648,12.4426101,10.18587185,7.769561597,7.769561597,6.226609618,6.226609618,5.006836851,5.006836851,3.705569433,3.705569433,-1.39,86059.57296,14.54322778,6.159400244,2.965447273,125.2632388,14.74330008,12.02187243,0,0,0,5.969305288,4.794537184
-1.91,193.202,74,0.307523957,-0.426731236,0.426731236,0.307523957,10.67937466,-0.363632317,2.679983362,307.8896729,10.55204176,8.034145948,6.5753874,4.137863786,4.137863786,2.799207309,2.799207309,1.436264749,1.436264749,0.975537416,0.975537416,-1.84,1130.263662,10.24223684,4.4113234,3.264389276,81.87762319,10.05365156,5.749511833,0,5.907179729,0,5.969305288,9.589074368
-1.92,130.187,54,0.305266725,-0.465686184,0.465686184,0.305266725,10.57972222,-0.070046296,3.061316839,78.98533617,7.112884175,6.144923706,4.308060412,3.464690378,3.464690378,1.97047018,1.97047018,0.921298001,0.921298001,0.492190452,0.492190452,-0.53,90.44046466,8.47,5.603868809,5.339329135,56.20397104,4.736862954,0,0,0,0,5.969305288,4.794537184
-1.92,210.185,80,0.339871709,-0.492840069,0.492840069,0.339871709,10.93407785,-1.228842593,3.508120619,397.0443758,11.42228525,8.312257565,7.150595668,4.087536812,4.087536812,2.688302035,2.688302035,1.918665452,1.918665452,1.260980832,1.260980832,-2.04,2213.928151,11.03716049,4.453891399,1.904411058,86.23553999,14.5802533,5.563451492,17.78518419,0,0,5.969305288,4.794537184
-1.92,145.202,60,0.403985967,-0.449713871,0.449713871,0.403985967,10.03199413,-0.669908825,2.838589122,93.60689651,7.819990956,6.429380756,4.77005561,3.692705341,3.692705341,2.228157478,2.228157478,1.242211929,1.242211929,0.701599783,0.701599783,-0.73,142.1951606,9.27,6.390918984,7.27,61.54386174,10.47053043,0,0,0,0,6.093240071,0
-1.92,121.183,48,0.036048726,-0.377661479,0.377661479,0.036048726,2.083333333,1.247685185,2.848234051,167.1823264,6.690234444,5.833964941,4.304530453,3.028717591,3.028717591,2.22997635,2.22997635,1.27259138,1.27259138,0.726136501,0.726136501,-0.98,129.2253387,6.144688279,2.533930223,1.456737692,55.92112102,4.899909731,0,0,0,0,0,0
-1.92,149.193,58,0.223590189,-0.326107533,0.326107533,0.223590189,10.87009637,0.052037037,2.579302292,230.5778659,8.104448007,6.502106418,5.325698503,3.67546792,3.67546792,2.26775513,2.26775513,1.378660282,1.378660282,0.770862171,0.770862171,-1.31,370.9355807,7.793199174,3.760481303,2.415175908,66.23761375,5.316788604,0,0,5.907179729,0,0,4.794537184
-1.92,130.187,54,0.302123037,-0.465866931,0.465866931,0.302123037,10.20301682,-0.184583333,3.00610503,86.91694058,7.276020882,6.308060412,4.125897658,3.259872254,3.259872254,2.522565321,2.522565321,1.000526604,1.000526604,0.438356565,0.438356565,-0.53,65.14695103,8.47,4.358753835,7.47,56.20397104,4.736862954,0,0,0,0,5.969305288,4.794537184
-1.93,156.097,58,0.352152306,-0.476563038,0.476563038,0.352152306,10.47666667,-1.33962963,3.420649107,359.7091581,8.43072142,5.249308736,5.092224153,2.663329503,2.663329503,1.806540182,1.806540182,0.990770616,0.990770616,0.583925862,0.583925862,-1.85,243.6781765,7.259289617,2.409451488,1.539554121,59.51444125,10.09050592,5.693927995,0,0,5.559266895,11.65904869,9.778515705
-1.93,214.264,82,0.109037807,-0.38532733,0.38532733,0.109037807,9.992465986,-0.885555556,2.20146146,381.5030339,11.38046889,8.822630421,7.7876937,5.248448587,5.248448587,3.711041825,3.711041825,2.581258758,2.581258758,1.665015336,1.665015336,-1.64,6460.536421,10.86387912,4.923657698,2.295537129,94.80684906,10.21305479,12.20793278,0,0,0,0,0
-1.94,284.366,96,0.263206344,-0.398727717,0.398727717,0.263206344,11.99742772,-3.622618103,2.236580602,634.1522203,13.17336211,9.62127848,8.50916848,5.217746021,7.51740585,3.529041025,6.273515063,2.181374201,4.64843961,1.25857293,3.16813841,-1.67,13803.87991,12.7783085,4.906413606,2.767971847,108.9170231,5.733667477,5.007623697,0,5.13155848,10.02329115,0,4.722094864
-1.94,157.216,60,0.070729156,-0.253132278,0.253132278,0.070729156,4.436481481,1.076944444,2.797846408,381.5236684,8.552041764,7.333964941,5.754020195,4.09593107,4.09593107,3.148788158,3.148788158,1.986837462,1.986837462,1.329106861,1.329106861,-1.37,682.2216966,7.28830283,2.593363416,1.180487562,72.06259986,0,0,0,0,0,0,4.983978521
-1.95,238.291,94,0.415554336,-0.390651204,0.415554336,0.390651204,11.48659392,-0.448235072,3.097337777,429.7247619,13.16277223,11.10535096,7.82427496,5.242867604,5.242867604,4.195993533,4.195993533,2.281886817,2.281886817,1.061641278,1.061641278,-1.85,4125.691557,13.2160066,4.987242483,3.054679211,101.2200286,14.53668242,0,0,11.82832762,0,6.093240071,0
-1.96,153.137,58,0.310399152,-0.490135929,0.490135929,0.310399152,10.3062037,-0.47337963,3.121219319,272.1431256,8.267584714,5.981359544,5.253218858,3.028477874,3.028477874,1.928958624,1.928958624,1.281866567,1.281866567,0.780607532,0.780607532,-1.58,336.8526616,7.526157113,3.005223044,1.459531257,63.56286619,4.736862954,0,5.749511833,0,0,5.687386275,10.11431827
-1.96,138.126,52,0.327879238,-0.478072934,0.478072934,0.327879238,9.969710884,-0.969444444,2.637337779,238.2603118,7.397341225,5.112076558,4.7876937,2.686245637,2.686245637,1.665639681,1.665639681,0.916043868,0.916043868,0.519533803,0.519533803,-1.58,259.5130341,6.538764846,2.816686573,1.73699338,57.22119068,10.09050592,0,0,0,0,5.969305288,0
-1.96,92.569,32,0.030476536,-0.12332142,0.12332142,0.030476536,5.462191358,0.356481481,2.539538861,17.60964047,4.28445705,3.662421523,2.27005561,1.910923231,2.347359012,1.189017821,1.934060302,0.56255164,0.87115834,0,0,0.29,9.651484454,5.29,2.523100233,4.29,38.1373436,0,0,0,0,0,0,0
-1.96,138.126,52,0.291600984,-0.393167688,0.393167688,0.291600984,10.14731481,-0.50462963,3.152941447,259.6796584,7.560477932,5.150461522,4.715214055,2.704780573,2.704780573,1.81592551,1.81592551,1.133450971,1.133450971,0.653797544,0.653797544,-1.58,182.2382193,6.538764846,2.344994096,1.047197434,57.42426954,5.733667477,5.687386275,0,0,5.687386275,0,10.11431827
-1.97,80.13,32,-0.016896068,-0.084440684,0.084440684,0.016896068,2.180555556,1.138888889,2.4,58.03910002,4.242640687,3.723614639,3,2.299659829,2.299659829,1.414213562,1.414213562,0.877664387,0.877664387,0.54203502,0.54203502,-0.52,34.39946188,3.662481752,1.806655656,0.712724173,38.17892438,0,0,0,0,0,0,0
-1.99,148.205,58,0.115370259,-0.507956035,0.507956035,0.115370259,9.188225624,0.408009259,2.430547559,265.5753291,7.681798276,6.507691528,5.360173345,4.168747451,4.168747451,3.160120054,3.160120054,2.332078357,2.332078357,1.719848726,1.719848726,-0.98,487.8529731,6.713014845,2.571671008,1.228739265,66.67957418,5.106527395,5.749511833,0,0,0,0,0
-2,133.405,32,0.187382185,-0.084013451,0.187382185,0.084013451,5.06095679,-1.083333333,3.023715784,20.36452798,4.5,2.633893419,2,1.06694671,2.200840129,0.781232424,3.629411557,0,0,0,0,0.87,3.609640474,5.87,1.545387578,52.99736161,46.01399182,0,0,3.792535936,0,0,0,0
-2.02,171.221,60,0.237809253,-0.224619586,0.237809253,0.224619586,10.83148148,-3.53349537,3.372194811,356.4582525,8.483127663,6.111496217,5.015855318,3.100510008,4.646829486,2.310506253,3.840351195,1.400119779,2.471228468,0.875655357,1.660726914,-0.87,232.0082403,8.228716683,2.636173638,1.783943528,65.89701182,0,0,0,10.02329115,0,0,0
